job_id,company_id,name,type
3690804650,260776.0,Formulated Solutions,Medical insurance
3690804650,260776.0,Formulated Solutions,Vision insurance
3690804650,260776.0,Formulated Solutions,Dental insurance
3690804650,260776.0,Formulated Solutions,401(k)
3690804650,260776.0,Formulated Solutions,Paid maternity leave
3690804650,260776.0,Formulated Solutions,Paid paternity leave
3690804650,260776.0,Formulated Solutions,Tuition assistance
3690804650,260776.0,Formulated Solutions,Disability insurance
3690813856,1476408.0,Ace Hotel / Atelier Ace,Medical insurance
3690813856,1476408.0,Ace Hotel / Atelier Ace,Vision insurance
3690813856,1476408.0,Ace Hotel / Atelier Ace,Dental insurance
3690813856,1476408.0,Ace Hotel / Atelier Ace,401(k)
3690813856,1476408.0,Ace Hotel / Atelier Ace,Paid maternity leave
3690813856,1476408.0,Ace Hotel / Atelier Ace,Commuter benefits
3690813856,1476408.0,Ace Hotel / Atelier Ace,Paid paternity leave
3690813856,1476408.0,Ace Hotel / Atelier Ace,Disability insurance
3690819024,153682.0,JOH,Medical insurance
3690819024,153682.0,JOH,Vision insurance
3690819024,153682.0,JOH,Dental insurance
3690819024,153682.0,JOH,401(k)
3690819024,153682.0,JOH,Disability insurance
3690821627,90636422.0,Affinius Capital,Medical insurance
3690821627,90636422.0,Affinius Capital,Vision insurance
3690821627,90636422.0,Affinius Capital,Dental insurance
3690821627,90636422.0,Affinius Capital,401(k)
3690821627,90636422.0,Affinius Capital,Paid maternity leave
3690821627,90636422.0,Affinius Capital,Paid paternity leave
3690821627,90636422.0,Affinius Capital,Tuition assistance
3690821627,90636422.0,Affinius Capital,Disability insurance
3690821627,90636422.0,Affinius Capital,Commuter benefits
3690828940,71558880.0,BTG Pharmaceuticals,401(k)
3690828940,71558880.0,BTG Pharmaceuticals,Paid paternity leave
3690828940,71558880.0,BTG Pharmaceuticals,Dental insurance
3690828940,71558880.0,BTG Pharmaceuticals,Vision insurance
3690828940,71558880.0,BTG Pharmaceuticals,Medical insurance
3690828940,71558880.0,BTG Pharmaceuticals,Student loan assistance
3690828940,71558880.0,BTG Pharmaceuticals,Paid maternity leave
3690828940,71558880.0,BTG Pharmaceuticals,Tuition assistance
3690832043,965922.0,"Soarus, LLC",Medical insurance
3690832043,965922.0,"Soarus, LLC",Vision insurance
3690832043,965922.0,"Soarus, LLC",Dental insurance
3690832043,965922.0,"Soarus, LLC",401(k)
3690832043,965922.0,"Soarus, LLC",Paid paternity leave
3690832043,965922.0,"Soarus, LLC",Paid maternity leave
3690832043,965922.0,"Soarus, LLC",Child care support
3690832043,965922.0,"Soarus, LLC",Disability insurance
3690834347,84013022.0,Vinylmax Careers,Medical insurance
3690834347,84013022.0,Vinylmax Careers,Vision insurance
3690834347,84013022.0,Vinylmax Careers,Dental insurance
3690834347,84013022.0,Vinylmax Careers,401(k)
3690834347,84013022.0,Vinylmax Careers,Paid maternity leave
3690834347,84013022.0,Vinylmax Careers,Paid paternity leave
3690834347,84013022.0,Vinylmax Careers,Disability insurance
3690835135,1505704.0,TriState Capital Bank,Medical insurance
3690835135,1505704.0,TriState Capital Bank,Vision insurance
3690835135,1505704.0,TriState Capital Bank,Dental insurance
3690835135,1505704.0,TriState Capital Bank,401(k)
3690835330,11234188.0,Rhoback,Medical insurance
3690835330,11234188.0,Rhoback,Vision insurance
3690835330,11234188.0,Rhoback,Dental insurance
3690835330,11234188.0,Rhoback,401(k)
3690835330,11234188.0,Rhoback,Paid maternity leave
3690837484,,,Medical insurance
3690837484,,,Vision insurance
3690837484,,,Dental insurance
3690840013,14015698.0,Hamptons Aristocrat,Medical insurance
3690841034,74886057.0,Oswego County Human Resources,Medical insurance
3690841034,74886057.0,Oswego County Human Resources,Pension plan
3690841034,74886057.0,Oswego County Human Resources,Tuition assistance
3690841533,150217.0,The Vollrath Company,Medical insurance
3690841533,150217.0,The Vollrath Company,Vision insurance
3690841533,150217.0,The Vollrath Company,Dental insurance
3690841533,150217.0,The Vollrath Company,401(k)
3690841533,150217.0,The Vollrath Company,Tuition assistance
3690841599,8167270.0,"Douglas Electrical Components, Inc.",Medical insurance
3690841599,8167270.0,"Douglas Electrical Components, Inc.",Vision insurance
3690841599,8167270.0,"Douglas Electrical Components, Inc.",Dental insurance
3690841599,8167270.0,"Douglas Electrical Components, Inc.",401(k)
3690843414,,,Medical insurance
3690843414,,,Dental insurance
3690843414,,,401(k)
3690843414,,,Paid maternity leave
3690843414,,,Disability insurance
3690844311,15440862.0,"Network Adjusters, Inc.",Medical insurance
3690844311,15440862.0,"Network Adjusters, Inc.",Vision insurance
3690844311,15440862.0,"Network Adjusters, Inc.",Dental insurance
3690844311,15440862.0,"Network Adjusters, Inc.",401(k)
3690844895,16063763.0,OCT Consulting LLC,Medical insurance
3690844895,16063763.0,OCT Consulting LLC,Vision insurance
3690844895,16063763.0,OCT Consulting LLC,Dental insurance
3690844895,16063763.0,OCT Consulting LLC,401(k)
3690844895,16063763.0,OCT Consulting LLC,Tuition assistance
3690844895,16063763.0,OCT Consulting LLC,Disability insurance
3690847441,1211072.0,TQI Solutions,Medical insurance
3690847441,1211072.0,TQI Solutions,Vision insurance
3690847441,1211072.0,TQI Solutions,Dental insurance
3690847441,1211072.0,TQI Solutions,401(k)
3690847441,1211072.0,TQI Solutions,Tuition assistance
3690847441,1211072.0,TQI Solutions,Disability insurance
3690849145,,,Medical insurance
3690849145,,,Dental insurance
3690849145,,,Disability insurance
3690849145,,,Paid maternity leave
3690849145,,,401(k)
3690853209,5103135.0,Èccolo,Medical insurance
3690853209,5103135.0,Èccolo,Vision insurance
3690853209,5103135.0,Èccolo,Dental insurance
3690853209,5103135.0,Èccolo,401(k)
3690853209,5103135.0,Èccolo,Paid maternity leave
3690859113,64948032.0,Evenly,Medical insurance
3690859113,64948032.0,Evenly,Vision insurance
3690859113,64948032.0,Evenly,Dental insurance
3690859113,64948032.0,Evenly,401(k)
3690860158,2281751.0,Waterdog,401(k)
3690868934,22330287.0,Legend Biotech,Medical insurance
3690868934,22330287.0,Legend Biotech,Dental insurance
3690868934,22330287.0,Legend Biotech,Vision insurance
3690868934,22330287.0,Legend Biotech,401(k)
3690868934,22330287.0,Legend Biotech,Paid maternity leave
3690868934,22330287.0,Legend Biotech,Paid paternity leave
3690868934,22330287.0,Legend Biotech,Commuter benefits
3690869468,80851163.0,Symfoni.io,Medical insurance
3690869468,80851163.0,Symfoni.io,Vision insurance
3690869468,80851163.0,Symfoni.io,Dental insurance
3690869468,80851163.0,Symfoni.io,401(k)
3690869468,80851163.0,Symfoni.io,Paid maternity leave
3690869468,80851163.0,Symfoni.io,Paid paternity leave
3690869468,80851163.0,Symfoni.io,Disability insurance
3690870151,88171782.0,Russell Square Inc.,Medical insurance
3690870151,88171782.0,Russell Square Inc.,Dental insurance
3690870151,88171782.0,Russell Square Inc.,Vision insurance
3690870151,88171782.0,Russell Square Inc.,401(k)
3690870497,2434292.0,imatters,Medical insurance
3690870497,2434292.0,imatters,Vision insurance
3690870497,2434292.0,imatters,Dental insurance
3690870497,2434292.0,imatters,401(k)
3690870497,2434292.0,imatters,Tuition assistance
3690870497,2434292.0,imatters,Disability insurance
3690876465,104849.0,Magnolia Hotels,401(k)
3692338006,37270045.0,CA+SA studio,Medical insurance
3692338006,37270045.0,CA+SA studio,401(k)
3692362958,2413926.0,StartupTAP,Medical insurance
3692362958,2413926.0,StartupTAP,Vision insurance
3692362958,2413926.0,StartupTAP,Dental insurance
3692362958,2413926.0,StartupTAP,401(k)
3692369039,206587.0,"(W)right On Communications, Inc.",401(k)
3696987686,9185.0,Advance Auto Parts,401(k)
3696990991,26923.0,Holiday Stationstores,401(k)
3696990992,26923.0,Holiday Stationstores,401(k)
3696990993,26923.0,Holiday Stationstores,401(k)
3696993074,9185.0,Advance Auto Parts,401(k)
3696993898,26923.0,Holiday Stationstores,401(k)
3696993899,26923.0,Holiday Stationstores,401(k)
3696994820,26923.0,Holiday Stationstores,401(k)
3696994822,26923.0,Holiday Stationstores,401(k)
3696994827,26923.0,Holiday Stationstores,401(k)
3696994828,26923.0,Holiday Stationstores,401(k)
3696994861,26923.0,Holiday Stationstores,401(k)
3696995419,26923.0,Holiday Stationstores,401(k)
3696995462,26923.0,Holiday Stationstores,401(k)
3696995466,26923.0,Holiday Stationstores,401(k)
3696995467,26923.0,Holiday Stationstores,401(k)
3696995468,26923.0,Holiday Stationstores,401(k)
3696996123,26923.0,Holiday Stationstores,401(k)
3696997068,26923.0,Holiday Stationstores,401(k)
3696997069,26923.0,Holiday Stationstores,401(k)
3696997071,26923.0,Holiday Stationstores,401(k)
3696998251,20767.0,Cardiovascular Research Foundation,Disability insurance
3696998251,20767.0,Cardiovascular Research Foundation,401(k)
3700191806,2625582.0,"MissionCare Collective (myCNAjobs, CoachUp Care, MissionCare)",Disability insurance
3700191806,2625582.0,"MissionCare Collective (myCNAjobs, CoachUp Care, MissionCare)",401(k)
3700194711,1117761.0,MTI America,Medical insurance
3700194711,1117761.0,MTI America,Vision insurance
3700194711,1117761.0,MTI America,Dental insurance
3700194711,1117761.0,MTI America,401(k)
3700194711,1117761.0,MTI America,Disability insurance
3700333196,16055920.0,"YOUTH TOWN OF TENNESSEE, INC.",401(k)
3700333196,16055920.0,"YOUTH TOWN OF TENNESSEE, INC.",Medical insurance
3700333196,16055920.0,"YOUTH TOWN OF TENNESSEE, INC.",Dental insurance
3700333196,16055920.0,"YOUTH TOWN OF TENNESSEE, INC.",Vision insurance
3700345653,2138573.0,"FSI Architecture, PC",401(k)
3700345653,2138573.0,"FSI Architecture, PC",Dental insurance
3700345653,2138573.0,"FSI Architecture, PC",Medical insurance
3700345653,2138573.0,"FSI Architecture, PC",Vision insurance
3700347882,,,Medical insurance
3700347882,,,Vision insurance
3700347882,,,Dental insurance
3700347882,,,401(k)
3700348353,2272345.0,"EDDA Technology, Inc.",Medical insurance
3700348353,2272345.0,"EDDA Technology, Inc.",Vision insurance
3700348353,2272345.0,"EDDA Technology, Inc.",Dental insurance
3700348353,2272345.0,"EDDA Technology, Inc.",401(k)
3700348353,2272345.0,"EDDA Technology, Inc.",Paid maternity leave
3700359414,67936.0,Exhale Spa,Medical insurance
3700359414,67936.0,Exhale Spa,Vision insurance
3700359414,67936.0,Exhale Spa,Dental insurance
3700359414,67936.0,Exhale Spa,401(k)
3700362103,28609431.0,smoodi,Medical insurance
3700362103,28609431.0,smoodi,Vision insurance
3700362103,28609431.0,smoodi,Dental insurance
3700362103,28609431.0,smoodi,Commuter benefits
3700365105,,,Medical insurance
3700365105,,,Vision insurance
3700365105,,,Dental insurance
3700365105,,,401(k)
3700368597,57142940.0,"Cedar Ridge Services, LLC",Medical insurance
3700368597,57142940.0,"Cedar Ridge Services, LLC",Vision insurance
3700368597,57142940.0,"Cedar Ridge Services, LLC",Dental insurance
3700368597,57142940.0,"Cedar Ridge Services, LLC",401(k)
3700368597,57142940.0,"Cedar Ridge Services, LLC",Disability insurance
3700370547,2853559.0,Tantillo Architecture LLC,Medical insurance
3700370547,2853559.0,Tantillo Architecture LLC,Vision insurance
3700370547,2853559.0,Tantillo Architecture LLC,Dental insurance
3700370547,2853559.0,Tantillo Architecture LLC,401(k)
3700374036,9282983.0,Leadership Memphis,Medical insurance
3700374036,9282983.0,Leadership Memphis,Disability insurance
3700374036,9282983.0,Leadership Memphis,401(k)
3700377536,9238932.0,Lifeguard Press,Medical insurance
3700377536,9238932.0,Lifeguard Press,Vision insurance
3700377536,9238932.0,Lifeguard Press,Dental insurance
3700377536,9238932.0,Lifeguard Press,401(k)
3700381160,,,Medical insurance
3700381160,,,Vision insurance
3700381160,,,Dental insurance
3700381160,,,401(k)
3700382987,92430070.0,Independence Preparatory Academy,Medical insurance
3700382987,92430070.0,Independence Preparatory Academy,Vision insurance
3700382987,92430070.0,Independence Preparatory Academy,Dental insurance
3700382987,92430070.0,Independence Preparatory Academy,401(k)
3700388143,10069048.0,Inhospital Physicians,Medical insurance
3700388143,10069048.0,Inhospital Physicians,Vision insurance
3700388143,10069048.0,Inhospital Physicians,Dental insurance
3700388143,10069048.0,Inhospital Physicians,401(k)
3700389730,,,Medical insurance
3700389730,,,Vision insurance
3700389730,,,Dental insurance
3700389730,,,401(k)
3700389730,,,Disability insurance
3700392403,,,Medical insurance
3700392403,,,Vision insurance
3700392403,,,Dental insurance
3700392403,,,401(k)
3700392403,,,Disability insurance
3700398203,11158118.0,"Primecare Home Care Services, Inc",Medical insurance
3700398203,11158118.0,"Primecare Home Care Services, Inc",Vision insurance
3700398203,11158118.0,"Primecare Home Care Services, Inc",Dental insurance
3700398203,11158118.0,"Primecare Home Care Services, Inc",401(k)
3700504344,15391027.0,Express 4x4 Truck Rental,Disability insurance
3700504344,15391027.0,Express 4x4 Truck Rental,401(k)
3700536480,33246798.0,TikTok,Medical insurance
3700536480,33246798.0,TikTok,Disability insurance
3700536480,33246798.0,TikTok,401(k)
3700542410,33246798.0,TikTok,Medical insurance
3700542410,33246798.0,TikTok,Disability insurance
3700542410,33246798.0,TikTok,401(k)
3700542993,1264.0,DWS Group,401(k)
3700544773,6978821.0,Black Rifle Coffee Company,401(k)
3700545776,1177302.0,dormakaba Americas,Disability insurance
3700545776,1177302.0,dormakaba Americas,401(k)
3700545783,1264.0,DWS Group,401(k)
3700545792,1264.0,DWS Group,401(k)
3700545891,36879.0,YMCA of Greater Houston,Vision insurance
3700545891,36879.0,YMCA of Greater Houston,Disability insurance
3700547703,36879.0,YMCA of Greater Houston,Vision insurance
3700547703,36879.0,YMCA of Greater Houston,Disability insurance
3700548312,113254.0,BILL,401(k)
3700548312,113254.0,BILL,Disability insurance
3700549213,808034.0,Aya Healthcare,401(k)
3700549414,18270206.0,TAL Building Centers,401(k)
3700549640,12601.0,Granite Construction,Disability insurance
3700549696,16198010.0,DXC Technology,Vision insurance
3700549696,16198010.0,DXC Technology,Disability insurance
3700549721,8274.0,New Balance,401(k)
3700549721,8274.0,New Balance,Medical insurance
3700549721,8274.0,New Balance,Vision insurance
3700551067,808034.0,Aya Healthcare,401(k)
3700551241,1947704.0,Vergent Products,401(k)
3700551241,1947704.0,Vergent Products,Disability insurance
3700551805,2263179.0,Daimler Truck North America,401(k)
3700551805,2263179.0,Daimler Truck North America,Tuition assistance
3700552592,8274.0,New Balance,401(k)
3700552592,8274.0,New Balance,Medical insurance
3700552592,8274.0,New Balance,Vision insurance
3700553388,12601.0,Granite Construction,Disability insurance
3700553886,6547149.0,Newport Healthcare,401(k)
3700555134,12601.0,Granite Construction,Disability insurance
3700555649,24629.0,Applicantz,Medical insurance
3700555649,24629.0,Applicantz,Vision insurance
3700555649,24629.0,Applicantz,Dental insurance
3700555649,24629.0,Applicantz,401(k)
3700559014,6547149.0,Newport Healthcare,401(k)
3700560001,13181.0,Adventist HealthCare,Disability insurance
85008768,,,Medical insurance
85008768,,,Vision insurance
85008768,,,Dental insurance
85008768,,,401(k)
85008768,,,Paid maternity leave
85008768,,,Paid paternity leave
967848246,18995316.0,Paradigm Senior Services,401(k)
1483357774,,,Medical insurance
1483357774,,,Vision insurance
1483357774,,,Dental insurance
1535492735,,,Medical insurance
1535492735,,,Vision insurance
1535492735,,,Dental insurance
2634247615,61400.0,The Reserves Network,401(k)
2634247615,61400.0,The Reserves Network,Vision insurance
2634247615,61400.0,The Reserves Network,Dental insurance
2730408164,77169664.0,KISS ABA,Medical insurance
2730408164,77169664.0,KISS ABA,Vision insurance
2730408164,77169664.0,KISS ABA,Dental insurance
2730408164,77169664.0,KISS ABA,401(k)
2730408164,77169664.0,KISS ABA,Commuter benefits
2730408164,77169664.0,KISS ABA,Tuition assistance
3047547711,69660814.0,Franklin Law,Medical insurance
3047547711,69660814.0,Franklin Law,Vision insurance
3047547711,69660814.0,Franklin Law,Dental insurance
3047547711,69660814.0,Franklin Law,401(k)
3108036575,81922135.0,"Bridger Built, LLC.",401(k)
3243289926,62804.0,Compass Family Services,Medical insurance
3243289926,62804.0,Compass Family Services,Vision insurance
3243289926,62804.0,Compass Family Services,Dental insurance
3243289926,62804.0,Compass Family Services,401(k)
3243289926,62804.0,Compass Family Services,Paid maternity leave
3243289926,62804.0,Compass Family Services,Paid paternity leave
3243289926,62804.0,Compass Family Services,Disability insurance
3268185281,1889003.0,J&J Companies,Medical insurance
3268185281,1889003.0,J&J Companies,Vision insurance
3268185281,1889003.0,J&J Companies,Dental insurance
3268185281,1889003.0,J&J Companies,401(k)
3326588170,2937626.0,Mighty Oak Medical,Medical insurance
3326588170,2937626.0,Mighty Oak Medical,Dental insurance
3326588170,2937626.0,Mighty Oak Medical,401(k)
3373346816,3628379.0,Razny Jewelers,Medical insurance
3373346816,3628379.0,Razny Jewelers,Vision insurance
3373346816,3628379.0,Razny Jewelers,Dental insurance
3373346816,3628379.0,Razny Jewelers,401(k)
3373346816,3628379.0,Razny Jewelers,Disability insurance
3395626440,18192301.0,Sensibly Sprouted ,Dental insurance
3395626440,18192301.0,Sensibly Sprouted ,401(k)
3395626440,18192301.0,Sensibly Sprouted ,Vision insurance
3395626440,18192301.0,Sensibly Sprouted ,Medical insurance
3422104915,70803322.0,TruEar,Medical insurance
3422104915,70803322.0,TruEar,Vision insurance
3422104915,70803322.0,TruEar,Dental insurance
3422104915,70803322.0,TruEar,Disability insurance
3442372601,44786.0,Nacha,Medical insurance
3442372601,44786.0,Nacha,Vision insurance
3442372601,44786.0,Nacha,Dental insurance
3442372601,44786.0,Nacha,401(k)
3442372601,44786.0,Nacha,Paid paternity leave
3442372601,44786.0,Nacha,Tuition assistance
3442372601,44786.0,Nacha,Disability insurance
3487275706,106551.0,Shamin Hotels,Medical insurance
3487275706,106551.0,Shamin Hotels,Vision insurance
3487275706,106551.0,Shamin Hotels,Dental insurance
3487275706,106551.0,Shamin Hotels,401(k)
3487275706,106551.0,Shamin Hotels,Disability insurance
3529464114,3928505.0,Plasidyne Engineering & Mfg,401(k)
3529464114,3928505.0,Plasidyne Engineering & Mfg,Dental insurance
3529464114,3928505.0,Plasidyne Engineering & Mfg,Medical insurance
3529464114,3928505.0,Plasidyne Engineering & Mfg,Vision insurance
3564601168,35696106.0,Jaxson Maximus,Medical insurance
3564601168,35696106.0,Jaxson Maximus,Vision insurance
3564601168,35696106.0,Jaxson Maximus,Dental insurance
3587919328,2680550.0,Village Learning Place,Medical insurance
3587919328,2680550.0,Village Learning Place,Vision insurance
3596450056,10937173.0,StructureCare®,401(k)
3596450056,10937173.0,StructureCare®,Tuition assistance
3601423875,3566984.0,Warren Transport Inc.,Medical insurance
3601423875,3566984.0,Warren Transport Inc.,Vision insurance
3601423875,3566984.0,Warren Transport Inc.,Dental insurance
3601423875,3566984.0,Warren Transport Inc.,401(k)
3606156203,2803017.0,"Spellbinders Paper Arts, LLC",Medical insurance
3606156203,2803017.0,"Spellbinders Paper Arts, LLC",Vision insurance
3606156203,2803017.0,"Spellbinders Paper Arts, LLC",Dental insurance
3606156203,2803017.0,"Spellbinders Paper Arts, LLC",401(k)
3618024320,35444763.0,Sky Zone Trampoline Park,Dental insurance
3637608593,11768999.0,Semper Fi Heating & Cooling LLC,Medical insurance
3637608593,11768999.0,Semper Fi Heating & Cooling LLC,Vision insurance
3637608593,11768999.0,Semper Fi Heating & Cooling LLC,Dental insurance
3637608593,11768999.0,Semper Fi Heating & Cooling LLC,401(k)
3643209562,1981697.0,Pacific Northwest Research Institute,Medical insurance
3643209562,1981697.0,Pacific Northwest Research Institute,Vision insurance
3643209562,1981697.0,Pacific Northwest Research Institute,Dental insurance
3643209562,1981697.0,Pacific Northwest Research Institute,401(k)
3643209562,1981697.0,Pacific Northwest Research Institute,Commuter benefits
3643209562,1981697.0,Pacific Northwest Research Institute,Disability insurance
3643209562,1981697.0,Pacific Northwest Research Institute,Paid maternity leave
3643209562,1981697.0,Pacific Northwest Research Institute,Paid paternity leave
3644109811,20397.0,"Waffle House, Inc.",Medical insurance
3644109811,20397.0,"Waffle House, Inc.",Vision insurance
3644109811,20397.0,"Waffle House, Inc.",Dental insurance
3668771880,10279563.0,Costa Fruit & Produce,Medical insurance
3668771880,10279563.0,Costa Fruit & Produce,Vision insurance
3668771880,10279563.0,Costa Fruit & Produce,Dental insurance
3668771880,10279563.0,Costa Fruit & Produce,401(k)
3668771880,10279563.0,Costa Fruit & Produce,Paid maternity leave
3668771880,10279563.0,Costa Fruit & Produce,Paid paternity leave
3668771880,10279563.0,Costa Fruit & Produce,Disability insurance
3669562617,436163.0,RRC Companies,Vision insurance
3669562617,436163.0,RRC Companies,401(k)
3677721266,313823.0,CAE Parc Aviation,401(k)
3677721266,313823.0,CAE Parc Aviation,Medical insurance
3677721266,313823.0,CAE Parc Aviation,Vision insurance
3677721266,313823.0,CAE Parc Aviation,Dental insurance
3680164564,6648075.0,Eastward Partners Inc.,Medical insurance
3680164564,6648075.0,Eastward Partners Inc.,Vision insurance
3680164564,6648075.0,Eastward Partners Inc.,Dental insurance
3680164564,6648075.0,Eastward Partners Inc.,401(k)
3680164564,6648075.0,Eastward Partners Inc.,Paid maternity leave
3680164564,6648075.0,Eastward Partners Inc.,Paid paternity leave
3680807523,15083522.0,SEIU 775 Benefits Group,Medical insurance
3680807523,15083522.0,SEIU 775 Benefits Group,Vision insurance
3680807523,15083522.0,SEIU 775 Benefits Group,Dental insurance
3680807523,15083522.0,SEIU 775 Benefits Group,401(k)
3680807523,15083522.0,SEIU 775 Benefits Group,Pension plan
3680807523,15083522.0,SEIU 775 Benefits Group,Commuter benefits
3681440546,3194825.0,COOP Ale Works,Medical insurance
3681440546,3194825.0,COOP Ale Works,Vision insurance
3681440546,3194825.0,COOP Ale Works,Dental insurance
3681440546,3194825.0,COOP Ale Works,401(k)
3684010877,16318.0,Unicity International,Paid paternity leave
3684010877,16318.0,Unicity International,401(k)
3684448047,2214679.0,USHEALTH Advisors,Medical insurance
3684464103,13391879.0,PSRTEK,Medical insurance
3684464103,13391879.0,PSRTEK,Vision insurance
3684464103,13391879.0,PSRTEK,Dental insurance
3684464103,13391879.0,PSRTEK,401(k)
3684464103,13391879.0,PSRTEK,Pension plan
3684955684,1012693.0,River Valley Cooperative,Medical insurance
3684955684,1012693.0,River Valley Cooperative,Vision insurance
3684955684,1012693.0,River Valley Cooperative,Dental insurance
3684955684,1012693.0,River Valley Cooperative,401(k)
3687520079,1268739.0,Lang & Schwander Hotel Interiors,Medical insurance
